H_OQ-G6548-G6548	G6548
H_OQ-G6406-G6406	G6406
H_OQ-AT0699-AT0699	AT0699
H_OQ-G6474-G6474	G6474
H_OQ-G5718-G5718	G5718
H_OQ-AT0560-AT0560	AT0560
H_OQ-AT0300-AT0300	AT0300
H_OQ-G6392C-G6392C	G6392C
H_OQ-AT1304-AT1304	AT1304
H_OQ-AT0429-AT0429	AT0429
H_OQ-G6030-G6030	G6030
H_OQ-AT0578-AT0578	AT0578
H_OQ-G5727-G5727	G5727
H_OQ-G6311-G6311	G6311
H_OQ-G6236-G6236	G6236
H_OQ-AT0392-AT0392	AT0392
H_OQ-G6026-G6026	G6026
H_OQ-AT1291-AT1291	AT1291
H_OQ-G6281-G6281	G6281
H_OQ-G5852-G5852	G5852
H_OQ-G5617-G5617	G5617
H_OQ-AT0946-AT0946	AT0946
H_OQ-DM086-DM086	DM086
H_OQ-G5485-G5485	G5485
H_OQ-G6177-G6177	G6177
H_OQ-AT0462-AT0462	AT0462
H_OQ-G5434-G5434	G5434
H_OQ-AT0387-AT0387	AT0387
H_OQ-G6259-G6259	G6259
H_OQ-AT0758-AT0758	AT0758
H_OQ-AT0888-AT0888	AT0888
H_OQ-G6610-G6610	G6610
H_OQ-G6217-G6217	G6217
H_OQ-G5740-G5740	G5740
H_OQ-G6035-G6035	G6035
H_OQ-AT0932-AT0932	AT0932
H_OQ-G5830-G5830	G5830
H_OQ-AT0548-AT0548	AT0548
H_OQ-G5413-G5413	G5413
H_OQ-AT0331-AT0331	AT0331
H_OQ-AT0270-AT0270	AT0270
H_OQ-AT1354-AT1354	AT1354
H_OQ-AT1340-AT1340	AT1340
H_OQ-G6598-G6598	G6598
H_OQ-G5635-G5635	G5635
H_OQ-X317985409-X317985409	HPFS142771
H_OQ-AT0880-AT0880	AT0880
H_OQ-G5695-G5695	G5695
H_OQ-X117646347-X117646347	NHS119628
H_OQ-G5665-G5665	G5665
H_OQ-AT0456-AT0456	AT0456
H_OQ-AT0410-AT0410	AT0410
H_OQ-AT1312-AT1312	AT1312
H_OQ-AT0211-AT0211	AT0211
H_OQ-AT0267-AT0267	AT0267
H_OQ-X312874006-X312874006	HPFS713281
H_OQ-AT1296-AT1296	AT1296
H_OQ-G6508-G6508	G6508
H_OQ-AT0521-AT0521	AT0521
H_OQ-AT0520-AT0520	AT0520
H_OQ-G5802-G5802	G5802
H_OQ-AT1333-AT1333	AT1333
H_OQ-G6442C-G6442C	G6442C
H_OQ-X114276382-X114276382	NHS293348
H_OQ-DM185-DM185	DM185
H_OQ-AT1226-AT1226	AT1226
H_OQ-AT0631-AT0631	AT0631
H_OQ-AT0639-AT0639	AT0639
H_OQ-X118528860-X118528860	NHS111701
H_OQ-G6494-G6494	G6494
H_OQ-AT0259-AT0259	AT0259
H_OQ-X319746590-X319746590	HPFS303960
H_OQ-AT0697-AT0697	AT0697
H_OQ-AT1292-AT1292	AT1292
H_OQ-G5942-G5942	G5942
H_OQ-G5664-G5664	G5664
H_OQ-X120620532-X120620532	NHS325872
H_OQ-AT0968-AT0968	AT0968
H_OQ-G5607-G5607	G5607
H_OQ-X310757994-X310757994	HPFS717073
H_OQ-AT1227-AT1227	AT1227
H_OQ-G6513-G6513	G6513
H_OQ-G5853-G5853	G5853
H_OQ-AT1034-AT1034	AT1034
H_OQ-G5763-G5763	G5763
H_OQ-G6008-G6008	G6008
H_OQ-G5627-G5627	G5627
H_OQ-AT0897-AT0897	AT0897
H_OQ-AT1467-AT1467	AT1467
H_OQ-AT1123-AT1123	AT1123
H_OQ-AT1120-AT1120	AT1120
H_OQ-G6085-G6085	G6085
H_OQ-AT1309-AT1309	AT1309
H_OQ-AT1508-AT1508	AT1508
H_OQ-DM107-DM107	DM107
H_OQ-X314622783-X314622783	HPFS700446
H_OQ-AT1310-AT1310	AT1310
H_OQ-AT1431-AT1431	AT1431
H_OQ-X310853882-X310853882	HPFS714083
H_OQ-AT0815-AT0815	AT0815
H_OQ-X118165829-X118165829	NHS189670
H_OQ-AT0998-AT0998	AT0998
H_OQ-AT1228-AT1228	AT1228
H_OQ-G6746-G6746	G6746
H_OQ-AT0296-AT0296	AT0296
H_OQ-AT0690-AT0690	AT0690
H_OQ-AT1477-AT1477	AT1477
H_OQ-X110655458-X110655458	NHS200053
H_OQ-AT0513-AT0513	AT0513
H_OQ-G5068-G5068	G5068
H_OQ-X115792450-X115792450	NHS187474
H_OQ-G5712-G5712	G5712
H_OQ-X316290186-X316290186	HPFS149608
H_OQ-AT1116-AT1116	AT1116
H_OQ-G5755-G5755	G5755
H_OQ-AT0709-AT0709	AT0709
H_OQ-AT1170-AT1170	AT1170
H_OQ-AT1252-AT1252	AT1252
H_OQ-AT1285-AT1285	AT1285
H_OQ-X317134372-X317134372	HPFS500689
H_OQ-AT0579-AT0579	AT0579
H_OQ-AT1316-AT1316	AT1316
H_OQ-AT0536-AT0536	AT0536
H_OQ-AT1090-AT1090	AT1090
H_OQ-AT1372-AT1372	AT1372
H_OQ-X115546516-X115546516	NHS346453
H_OQ-X312979557-X312979557	HPFS129293
H_OQ-X118624748-X118624748	NHS142709
H_OQ-AT0260-AT0260	AT0260
H_OQ-AT0485-AT0485	AT0485
H_OQ-G5751-G5751	G5751
H_OQ-AT1042-AT1042	AT1042
H_OQ-AT1298-AT1298	AT1298
H_OQ-G5573-G5573	G5573
H_OQ-G5559-G5559	G5559
H_OQ-AT0665-AT0665	AT0665
